iteration,type,step,episode_return,num_episodes,step_rate,duration
2,PPO-RND-actor11,1000000,4.2995839112343965,721,57.728850271543365,8661.18063408701
2,PPO-RND-actor6,1000000,4.571428571428571,700,57.59444988230475,8681.392061592021
2,PPO-RND-actor9,1000000,3.0346820809248554,692,57.579695109918795,8683.616664616013
2,PPO-RND-actor1,1000000,4.934687953555878,689,57.56787336470706,8685.399872814014
2,PPO-RND-actor8,1000000,4.305555555555555,720,57.567221648119286,8685.498199935013
2,PPO-RND-actor3,1000000,4.583333333333333,720,57.56636723305355,8685.627112368995
2,PPO-RND-actor20,1000000,3.3566433566433567,715,57.53731305933136,8690.013026579982
2,PPO-RND-actor5,1000000,4.833836858006042,662,57.53014190063428,8691.096240707993
2,PPO-RND-actor17,1000000,4.60431654676259,695,57.51705642612386,8693.073517108976
2,PPO-RND-actor4,1000000,3.278688524590164,732,57.51375141532026,8693.573062020994
2,PPO-RND-actor19,1000000,4.202898550724638,690,57.50906306853278,8694.281793534989
2,PPO-RND-actor2,1000000,3.542234332425068,734,57.48991148908549,8697.178114370996
2,PPO-RND-actor0,1000000,5.298913043478261,736,57.46990911627718,8700.205162815982
2,evaluation,40000,0.0,35,933.6058788812,21.422315831994638
iteration,role,step,episode_return,num_episodes,step_rate,duration
0,PPO-RND-actor25,0,161.21794871794873,312,48.65246831360169,10276.97087796501
0,PPO-RND-actor24,0,156.08308605341247,337,48.44812226787633,10320.317415718018
0,PPO-RND-actor17,0,142.85714285714286,343,48.38786124720945,10333.170078452997
0,PPO-RND-actor26,0,153.6741214057508,313,48.34012330979667,10343.37452545698
0,PPO-RND-actor15,0,158.7859424920128,313,48.25320083842909,10362.006899276981
0,PPO-RND-actor18,0,160.3658536585366,328,48.20853472090674,10371.607494288008
0,PPO-RND-actor7,0,153.73134328358208,335,48.109091510198844,10393.045977473987
0,PPO-RND-actor27,0,153.5031847133758,314,48.22688744598041,10367.660582699988
0,PPO-RND-actor14,0,176.78018575851394,323,48.085856904810505,10398.067793401016
0,PPO-RND-actor16,0,155.87301587301587,315,47.90374222970223,10437.59791463599
0,PPO-RND-actor22,0,163.63636363636363,330,47.91751780811393,10434.597259445989
0,PPO-RND-actor12,0,150.0,334,47.838344290297414,10451.866748686996
0,PPO-RND-actor21,0,166.15384615384616,325,47.696076195905626,10483.042629047995
0,PPO-RND-actor23,0,162.8930817610063,318,47.683086000681094,10485.898500630981
0,PPO-RND-actor19,0,155.35168195718654,327,47.6414092943325,10495.071564969025
0,PPO-RND-actor11,0,166.06060606060606,330,47.53895170179774,10517.690906109987
0,PPO-RND-actor13,0,164.32926829268294,328,47.48606199702407,10529.405450199993
0,PPO-RND-actor20,0,160.92307692307693,325,47.452166213394,10536.92676012899
0,PPO-RND-actor10,0,157.14285714285714,329,47.36410434772294,10556.517575614998
0,PPO-RND-actor9,0,174.21383647798743,318,47.27363777533389,10576.719362623
0,PPO-RND-actor8,0,159.54692556634305,309,47.244032761410935,10583.347161006997
0,PPO-RND-actor4,0,157.4468085106383,329,47.15027988744715,10604.390921826009
0,PPO-RND-actor3,0,162.11180124223603,322,47.075574389332274,10621.219315664988
0,PPO-RND-actor5,0,146.4968152866242,314,47.08116219473309,10619.958741288981
0,PPO-RND-actor1,0,166.66666666666666,339,47.05131293641193,10626.696021760989
0,PPO-RND-actor0,0,154.92537313432837,335,47.039853532602365,10629.284796847001
0,PPO-RND-actor2,0,166.56716417910448,335,47.04615756769081,10627.860506579978
0,PPO-RND-actor6,0,173.71794871794873,312,47.04547206097912,10628.015366748004
0,PPO-RND-actor28,0,163.14199395770393,331,47.142310061686835,10606.183688193007
0,PPO-RND-actor29,0,166.34920634920636,315,47.12962707195697,10609.037903835007
0,PPO-RND-actor30,0,181.22977346278316,309,47.13438622681959,10607.966710203997
0,PPO-RND-actor31,0,181.15015974440894,313,47.137811413403334,10607.195900865016
0,evaluation,0,833.3333333333334,6,988.0560444235097,20.241766763007035
